genus,species,subspecies,variant,wood
Euonymus,japonicus,,,woody
Lasianthus,japonicus,,,woody
Styrax,japonicus,,,woody
Elaeocarpus,japonicus,,,woody
Mallotus,japonicus,,,woody
Mallotus,japonicus,,,woody
Byrsonima,japurensis,,,woody
Byrsonima,japurensis,,,woody
Vismia,japurensis,,,woody
Byrsonima,japurensis,,,woody
Vismia,japurensis,,,woody
Arrabidaea,japurensis,,,woody
Rudgea,japurensis,,,woody
Lomariopsis,japurensis,,,non-woody
Trichilia,japurensis,,,woody
Vismia,japurensis,,,woody
Byrsonima,japurensis,,,woody
Guarea,japurensis,,,woody
Lomariopsis,japurensis,,,non-woody
Lomariopsis,japurensis,,,non-woody
Lecythis,jarana,,,woody
Bauhinia,jarensis,,,woody
Pouteria,jariensis,,,woody
Pouteria,jariensis,,,woody
Tanaecium,jaroba,,,woody
Hysterionica,jasionoides,,,woody
Daphne,jasminea,,,woody
Aulacocalyx,jasminiflora,,,woody
Aulacocalyx,jasminiflora,,,woody
Tricalysia,jasminiflora,,,woody
Schoepfia,jasminodora,,,woody
Gardenia,jasminoides,,,woody
Morinda,jasminoides,,,woody
Pandorea,jasminoides,,,woody
Gardenia,jasminoides,,,non-woody
Gardenia,jasminoides,,,woody
Gardenia,jasminoides,,,woody
Gardenia,jasminoides,,,woody
Gardenia,jasminoides,,,woody
Morinda,jasminoides,,,woody
Solanum,jasminoides,,,woody
Pandorea,jasminoides,,,woody
Gardenia,jasminoides,,,woody
Valeriana,jatamansi,,,non-woody
Aulonemia,jauaensis,,,non-woody
Astrocaryum,jauari,,,woody
Viola,jaubertiana,,,non-woody
Odontites,jaubertianus,,,non-woody
Pulicaria,jaubertii,,,non-woody
Genista,jaubertii,,,woody
Sophora,jaubertii,,,woody
Turbinicarpus,jauernigii,,,non-woody
Aerva,javanica,,,non-woody
Bischofia,javanica,,,woody
Anaxagorea,javanica,,,woody
Oenanthe,javanica,,,non-woody
Freycinetia,javanica,,,woody
Maclura,javanica,,,woody
Chionachne,javanica,,,non-woody
Aerva,javanica,,,non-woody
Plocoglottis,javanica,,,non-woody
Veronica,javanica,,,non-woody
Emilia,javanica,,,non-woody
Aralia,javanica,,,woody
Lippia,javanica,,,woody
Rauvolfia,javanica,,,woody
Adinandra,javanica,,,woody
Baccaurea,javanica,,,woody
Beilschmiedia,javanica,,,woody
Colona,javanica,,,woody
Ixora,javanica,,,woody
Tricalysia,javanica,,,woody
Rhus,javanica,,,woody
Picrasma,javanica,,,woody
Alphonsea,javanica,,,woody
Ehretia,javanica,,,woody
Nyssa,javanica,,,woody
Shorea,javanica,,,woody
Vatica,javanica,,,woody
Sloanea,javanica,,,woody
Macaranga,javanica,,,woody
Afzelia,javanica,,,woody
Parkia,javanica,,,woody
Cassia,javanica,,,woody
Castanopsis,javanica,,,woody
Bischofia,javanica,,,woody
Ardisia,javanica,,,woody
Ryparosa,javanica,,,woody
Heritiera,javanica,,,woody
Strombosia,javanica,,,woody
Olea,javanica,,,woody
Prunus,javanica,,,woody
Apodytes,javanica,,,woody
Litsea,javanica,,,woody
Myrica,javanica,,,woody
Sindora,javanica,,,woody
Anaxagorea,javanica,,,woody
Bischofia,javanica,,,woody
Brucea,javanica,,,woody
Thalictrum,javanicum,,,non-woody
Protium,javanicum,,,woody
Trichomanes,javanicum,,,non-woody
Rhododendron,javanicum,,,woody
Leptospermum,javanicum,,,woody
Protium,javanicum,,,woody
Alangium,javanicum,,,woody
Cleidion,javanicum,,,woody
Cinnamomum,javanicum,,,woody
Pterocymbium,javanicum,,,woody
Pterospermum,javanicum,,,woody
Trichospermum,javanicum,,,woody
Stemonurus,javanicus,,,woody
Cyperus,javanicus,,,non-woody
Mariscus,javanicus,,,non-woody
Euonymus,javanicus,,,woody
Lophopetalum,javanum,,,woody
Calamus,javensis,,,woody
Homonoia,javensis,,,woody
Lithocarpus,javensis,,,woody
Casearia,javitensis,,,woody
Casearia,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Ocotea,javitensis,,,woody
Ocotea,javitensis,,,woody
Casearia,javitensis,,,woody
Ocotea,javitensis,,,woody
Casearia,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Clitoria,javitensis,,,woody
Ocotea,javitensis,,,woody
Casearia,javitensis,,,woody
Festuca,javorkae,,,non-woody
Sorbus,javorkae,,,woody
Anabasis,jaxartica,,,semi-woody
Isachne,jayachandranii,,,non-woody
Ischaemum,jayachandranii,,,non-woody
Festuca,jeanpertii,,,non-woody
Axonopus,jeanyae,,,non-woody
Lisianthius,jefensis,,,semi-woody
Licania,jefensis,,,woody
Pinus,jeffreyi,,,woody
Pinus,jeffreyi,,,woody
Pinus,jeffreyi,,,woody
Pinus,jeffreyi,,,woody
Dodecatheon,jeffreyi,,,non-woody
Pasaccardoa,jeffreyi,,,semi-woody
Pinus,jeffreyi,,,woody
Schizachyrium,jeffreysii,,,non-woody
Eragrostis,jeffreysii,,,non-woody
Puccinellia,jeholensis,,,non-woody
Phragmites,jeholensis,,,non-woody
Vernonia,jelfiae,,,non-woody
Cyperus,jeminicus,,,non-woody
Poa,jemtlandica,,,non-woody
Silene,jenisseensis,,,non-woody
Daemonorops,jenkinsianus,,,woody
Hugonia,jenkinsii,,,woody
Sapium,jenmani,,,woody
Eperua,jenmani,,,woody
Sapium,jenmanii,,,woody
Lacunaria,jenmanii,,,woody
Pouteria,jenmanii,,,woody
Ilex,jenmanii,,,woody
Eperua,jenmanii,,,woody
Acacia,jennerae,,,woody
Eucalyptus,jenseni,,,woody
Eucalyptus,jensenii,,,woody
Grevillea,jephcottii,,,woody
Ceanothus,jepsonii,,,woody
Aristida,jerichoensis,,,non-woody
Aristida,jerichoensis,,,non-woody
Eragrostis,jerichoensis,,,non-woody
Davidsonia,jerseyana,,,woody
Davidsonia,jerseyana,,,woody
Helipterum,jesseni,,,non-woody
Syncarpha,jessenii,,,non-woody
Salix,jessoensis,,,woody
Celtis,jessoensis,,,woody
Axonopus,jesuiticus,,,non-woody
Picea,jezoensis,,,woody
Picea,jezoensis,,,woody
Picea,jezoensis,,,woody
Picea,jezoensis,,,woody
Dendrocalamus,jianshuiensis,,,woody
Eucalyptus,jimberlanica,,,woody
Rollinia,jimenezii,,,woody
Rollinia,jimenezii,,,woody
Rollinia,jimenezii,,,woody
Licania,jimenezii,,,woody
Inga,jinicuil,,,woody
Inga,jinicuil,,,woody
Inga,jinicuil,,,woody
Inga,jinicuil,,,woody
Eucryphia,jinksii,,,woody
Archidendron,jiringa,,,woody
Fargesia,jiulongensis,,,woody
Stipa,joannis,,,non-woody
Stipa,joannis,,,non-woody
Sorbus,joannis,,,woody
Paranephelium,joannis,,,woody
Ziziphus,joazeiro,,,woody
Strychnos,jobertiana,,,woody
Strychnos,jobertiana,,,woody
Berberis,jobii,,,woody
Vicia,johannis,,,non-woody
Taraxacum,johannis-jansenii,,,non-woody
Tetrathylacium,johanseni,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Tetrathylacium,johansenii,,,woody
Notelaea,johnsonii,,,woody
Swertia,johnsonii,,,non-woody
Sclerolaena,johnsonii,,,non-woody
Xanthorrhoea,johnsonii,,,woody
Grevillea,johnsonii,,,woody
Notelaea,johnsonii,,,woody
Elaeocarpus,johnsonii,,,woody
Androstachys,johnsonii,,,woody
Syzygium,johnsonii,,,woody
Linociera,johnsonii,,,woody
Elingamita,johnsonii,,,woody
Eucalyptus,johnstoni,,,woody
Berkheya,johnstoniana,,,non-woody
Erica,johnstoniana,,,woody
Dissotis,johnstoniana,,,woody
Eucalyptus,johnstonii,,,woody
Clerodendrum,johnstonii,,,woody
Schinus,johnstonii,,,woody
Clerodendrum,johnstonii,,,woody
Bouteloua,johnstonii,,,non-woody
Crotalaria,johnstonii,,,non-woody
Disperis,johnstonii,,,non-woody
Holothrix,johnstonii,,,non-woody
Cyanastrum,johnstonii,,,non-woody
Pilea,johnstonii,,,non-woody
Polystachya,johnstonii,,,non-woody
Senecio,johnstonii,,,semi-woody
Triumfetta,johnstonii,,,woody
Philippia,johnstonii,,,woody
Frankenia,johnstonii,,,woody
Dombeya,johnstonii,,,woody
Schinus,johnstonii,,,woody
Eucalyptus,johnstonii,,,woody
Coccoloba,johnstonii,,,woody
Acacia,johnwoodii,,,woody
Shorea,johorensis,,,woody
Hopea,johorensis,,,woody
Shorea,johorensis,,,woody
Psidium,jollyanum,,,woody
Carex,jonesii,,,non-woody
Sarracenia,jonesii,,,non-woody
Acacia,jonesii,,,woody
Narcissus,jonquilla,,,non-woody
Narcissus,jonquilla,,,non-woody
Clypeola,jonthlaspi,,,non-woody
Carex,joorii,,,non-woody
Cephalaria,joppica,,,non-woody
Salsola,jordanicola,,,non-woody
Dimorphandra,jorgei,,,woody
Sigesbeckia,jorullensis,,,non-woody
Passiflora,jorullensis,,,woody
Aristida,jorullensis,,,non-woody
Sigesbeckia,jorullensis,,,non-woody
Alnus,jorullensis,,,woody
Rubus,josefianus,,,woody
Bulbophyllum,josephi,,,non-woody
Cinchona,josephiana,,,woody
Dimeria,josephii,,,non-woody
Syringa,josikaea,,,woody
Syringa,josikaea,,,woody
Syringa,josikaea,,,woody
Gardenia,jovis-tonantis,,,woody
Agrostis,joyceae,,,non-woody
Chloris,jubaensis,,,non-woody
Pfaffia,jubata,,,non-woody
Caragana,jubata,,,woody
Brachiaria,jubata,,,non-woody
Echinochloa,jubata,,,non-woody
Aristida,jubata,,,non-woody
Cortaderia,jubata,,,non-woody
Digitaria,jubata,,,non-woody
Festuca,jubata,,,non-woody
Euphorbia,jubata,,,woody
Caragana,jubata,,,woody
Hordeum,jubatum,,,non-woody
Hordeum,jubatum,,,non-woody
Hordeum,jubatum,,,non-woody
Hordeum,jubatum,,,non-woody
Hordeum,jubatum,,,non-woody
Hordeum,jubatum,,,non-woody
Hordeum,jubatum,,,non-woody
Hordeum,jubatum,,,non-woody
Arthraxon,jubatus,,,non-woody
Paspalidium,jubiflorum,,,non-woody
Paspalidium,jubiflorum,,,non-woody
Neosepicaea,jucunda,,,woody
Acacia,jucunda,,,woody
Eucalyptus,jucunda,,,woody
Osteospermum,jucundum,,,non-woody
Echium,judaeum,,,non-woody
Parietaria,judaica,,,non-woody
Parietaria,judaica,,,non-woody
Parietaria,judaica,,,non-woody
Parietaria,judaica,,,non-woody
Parietaria,judaica,,,non-woody
Salvia,judaica,,,non-woody
Parietaria,judaica,,,semi-woody
Artemisia,judaica,,,woody
Galium,judaicum,,,non-woody
Cicer,judaicum,,,non-woody
Arthrostylidium,judziewiczii,,,non-woody
Myrsine,juergensenii,,,woody
Myrsine,juergensenii,,,woody
Briza,juergensii,,,non-woody
paspalum,juergensii,,,non-woody
Deschampsia,juergensii,,,non-woody
Chusquea,juergensii,,,woody
Oenothera,jueterbogensis,,,non-woody
Sorindeia,juglandifolia,,,woody
Solanum,juglandifolium,,,semi-woody
Nephelium,juglandifolium,,,woody
Phyllanthus,juglandifolius,,,woody
Phyllanthus,juglandifolius,,,woody
Ziziphus,jujuba,,,woody
Zizyphus,jujuba,,,woody
Ziziphus,jujuba,,,woody
Ziziphus,jujuba,,,woody
Ziziphus,jujuba,,,woody
Ziziphus,jujuba,,,woody
Ziziphus,jujube,,,woody
Micromeria,juliana,,,woody
Berberis,julianae,,,woody
Pandanus,julianetti,,,woody
Pandanus,julianetti,,,woody
Berberis,julianiae,,,woody
Azorella,julianii,,,non-woody
Azorella,julianii,,,non-woody
Albizzia,julibrissin,,,woody
Albizia,julibrissin,,,woody
Albizia,julibrissin,,,woody
Albizia,julibrissin,,,woody
Albizzia,julibrissin,,,woody
Acacia,julifera,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Prosopis,juliflora,,,woody
Sedum,jullianum,,,non-woody
Festuca,junatovii,,,non-woody
Lygodesmia,juncea,,,non-woody
Brassica,juncea,,,non-woody
Chondrilla,juncea,,,non-woody
Chondrilla,juncea,,,non-woody
Bebbia,juncea,,,woody
Sowerbaea,juncea,,,non-woody
Tetrarrhena,juncea,,,non-woody
Brassica,juncea,,,non-woody
Elytrigia,juncea,,,non-woody
Lespedeza,juncea,,,woody
Lespedeza,juncea,,,woody
Elytrigia,juncea,,,non-woody
Elytrigia,juncea,,,non-woody
Elytrigia,juncea,,,non-woody
Elytrigia,juncea,,,non-woody
Coronilla,juncea,,,woody
Crotalaria,juncea,,,non-woody
Crotalaria,juncea,,,non-woody
Elymus,juncea,,,non-woody
Psathyrostachys,juncea,,,non-woody
Psathyrostachys,juncea,,,non-woody
Psathyrostachys,juncea,,,non-woody
Chondrilla,juncea,,,non-woody
Vigna,juncea,,,non-woody
Maerua,juncea,,,woody
Spartothamnella,juncea,,,woody
Baumea,juncea,,,non-woody
Chionochloa,juncea,,,non-woody
Ehrharta,juncea,,,non-woody
Psathyrostachys,juncea,,,non-woody
Elytrigia,juncea,,,non-woody
Machaerina,juncea,,,non-woody
Bouteloua,juncea,,,non-woody
Tetrarrhena,juncea,,,non-woody
Elegia,juncea,,,non-woody
Sowerbaea,juncea,,,non-woody
Chondrilla,juncea,,,non-woody
Solidago,juncea,,,non-woody
Brassica,juncea,,,non-woody
Crotalaria,juncea,,,non-woody
Conostylis,juncea,,,non-woody
Strelitzia,juncea,,,non-woody
Lomandra,juncea,,,non-woody
Donnellsmithia,juncea,,,non-woody
Armeria,juncea,,,non-woody
Xyris,juncea,,,non-woody
Bebbia,juncea,,,woody
Coronilla,juncea,,,woody
Lespedeza,juncea,,,woody
Diostea,juncea,,,woody
Rhus,juncea,,,woody
Russelia,juncea,,,woody
Lippia,juncea,,,woody
Crotalaria,junceae,,,non-woody
Agropyron,junceiforme,,,non-woody
Elymus,junceiformis,,,non-woody
Elytrigia,junceiformis,,,non-woody
Carex,juncella,,,non-woody
Carex,juncella,,,non-woody
Olsynium,junceum,,,non-woody
Spartium,junceum,,,woody
Agropyron,junceum,,,non-woody
Osteospermum,junceum,,,non-woody
Olsynium,junceum,,,non-woody
Sisyrinchium,junceum,,,non-woody
Dopatrium,junceum,,,non-woody
Pachynema,junceum,,,non-woody
Lythrum,junceum,,,non-woody
Spartium,junceum,,,woody
Aptosimum,junceum,,,woody
Calligonum,junceum,,,woody
Cyphostemma,junceum,,,woody
Elymus,junceus,,,non-woody
Cynosurus,junceus,,,non-woody
Miscanthus,junceus,,,non-woody
Aster,junceus,,,non-woody
Micranthus,junceus,,,non-woody
Trimezia,juncifolia,,,non-woody
Festuca,juncifolia,,,non-woody
Hierochloe,juncifolia,,,non-woody
Poa,juncifolia,,,non-woody
Acacia,juncifolia,,,woody
Grevillea,juncifolia,,,woody
Thysanotus,juncifolius,,,non-woody
Thysanotus,juncifolius,,,non-woody
Gladiolus,juncifolius,,,non-woody
Anthotium,junciforme,,,non-woody
Aristida,junciformis,,,non-woody
Axonopus,junciformis,,,non-woody
Bulbostylis,juncoides,,,non-woody
jarava,juncoides,,,non-woody
Rosa,jundzillii,,,woody
Rosa,jundzillii,,,woody
Digitaria,junghuhniana,,,non-woody
Casuarina,junghuhniana,,,woody
Helictotrichon,junghuhnii,,,non-woody
Nauclea,junghuhnii,,,woody
Korthalsia,junghuhnii,,,woody
Picramnia,juniniana,,,woody
Picramnia,juniniana,,,woody
Cyathodes,juniperina,,,woody
Dillwynia,juniperina,,,woody
Grevillea,juniperina,,,woody
Pultenaea,juniperina,,,woody
Tamarix,juniperina,,,woody
Tamarix,juniperina,,,woody
Leptecophylla,juniperina,,,woody
Rotala,juniperina,,,non-woody
Minuartia,juniperina,,,non-woody
Grevillea,juniperina,,,woody
Cyathodes,juniperina,,,woody
Persoonia,juniperina,,,woody
Tamarix,juniperina,,,woody
Horaninovia,juniperina,,,woody
Platytheca,juniperina,,,woody
Epacris,juniperina,,,woody
Dillwynia,juniperina,,,woody
Agonis,juniperina,,,woody
Leptecophylla,juniperina,,,woody
Acacia,juniperina,,,woody
Pultenaea,juniperina,,,woody
Persoonia,juniperina,,,woody
Pultenaea,juniperina,,,woody
Leptospermum,juniperinum,,,woody
Zanthoxylum,juniperinum,,,woody
Zanthoxylum,juniperinum,,,woody
Zanthoxylum,juniperinum,,,woody
Polytrichum,juniperinum,,,non-woody
Leptospermum,juniperinum,,,woody
Phoradendron,juniperinum,,,woody
Zanthoxylum,juniperinum,,,woody
Leucopogon,juniperinus,,,woody
Leucopogon,juniperinus,,,woody
Frankenia,juniperoides,,,semi-woody
Cupressus,juniperoides,,,woody
Polytrichum,juniperum,,,non-woody
Arthraxon,junnarensis,,,non-woody
Monodora,junodii,,,woody
Dolichos,junodii,,,non-woody
Sebaea,junodii,,,non-woody
Corchorus,junodii,,,woody
Monodora,junodii,,,woody
Tricalysia,junodii,,,woody
Erica,junonia,,,woody
Centaurea,junoniana,,,non-woody
Prostanthera,junonis,,,woody
Abarema,jupunba,,,woody
Abarema,jupunba,,,woody
Pithecellobium,jupunba,,,woody
Abarema,jupunba,,,woody
Abarema,jupunba,,,woody
Pithecellobium,jupunba,,,woody
Hieracium,juraniforme,,,non-woody
Hieracium,juranum,,,non-woody
Hieracium,jurassicum,,,non-woody
Agrostis,juressi,,,non-woody
Rapanea,jurgensenii,,,woody
Paspalum,jurgensii,,,non-woody
Gazania,jurineifolia,,,non-woody
Salvia,jurisicii,,,semi-woody
Pouteria,juruana,,,woody
Pouteria,juruana,,,woody
Pouteria,juruana,,,woody
Salacia,juruana,,,woody
Tapura,juruana,,,woody
Tapura,juruana,,,woody
Tapura,juruana,,,woody
Pouteria,juruana,,,woody
Dalechampia,juruana,,,woody
Salacia,juruana,,,woody
Tapura,juruana,,,woody
Pouteria,juruana,,,woody
Zygia,juruana,,,woody
Clidemia,juruensis,,,non-woody
Eschweilera,juruensis,,,woody
Eschweilera,juruensis,,,woody
Ficus,juruensis,,,woody
Iryanthera,juruensis,,,woody
Iryanthera,juruensis,,,woody
Eschweilera,juruensis,,,woody
Iryanthera,juruensis,,,woody
Clidemia,juruensis,,,non-woody
Miconia,juruensis,,,woody
Eschweilera,juruensis,,,woody
Iryanthera,juruensis,,,woody
Rhodostemonodaphne,juruensis,,,woody
Ficus,juruensis,,,woody
Galactia,jussiaeana,,,woody
Ludwigia,jussiaeoides,,,non-woody
Peixotoa,jussieuana,,,woody
Chuquiraga,jussieui,,,woody
Eucalyptus,jutsoni,,,woody
Eucalyptus,jutsonii,,,woody
Synaptophyllum,juttae,,,non-woody
Cyphostemma,juttae,,,woody
Aegilops,juvenalis,,,non-woody
Aloe,juvenna,,,woody
Cymbopogon,jwarancusa,,,non-woody
Elymus,kaachemicus,,,non-woody
Urera,kaalae,,,woody
Pritchardia,kaalae,,,woody
Eucalyptus,kabiana,,,woody
Nesogordonia,kabingaensis,,,woody
Petasites,kablikianus,,,non-woody
Habenaria,kabompoensis,,,non-woody
Piper,kadsura,,,woody
Fimbristylis,kadzusana,,,non-woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
Larix,kaempferi,,,woody
