genus,species,subspecies,variant,span
Melampyrum,catalaunicum,,,annual
Calochortus,catalinae,,,perennial
Taraxacum,catameristum,,,perennial
Habenaria,cataphysema,,,perennial
Nepeta,cataria,,,perennial
Nepeta,cataria,,,perennial
Marrubium,catariifolium,,,perennial
Veronica,catenata,,,annual/perennial
Caladenia,catenata,,,perennial
Cedrelinga,cateniformis,,,perennial
Rhamnus,cathartica,,,perennial
Rhamnus,cathartica,,,perennial
Rhamnus,cathartica,,,perennial
Canavalia,cathartica,,,biennial/perennial
Rhamnus,cathartica,,,perennial
Linum,catharticum,,,perennial
Linum,catharticum,,,annual/biennial
Linum,catharticum,,,annual/biennial
Linum,catharticum,,,annual
Bromus,catharticus,,,perennial
Bromus,catharticus,,,perennial
Anemone,cathayensis,,,perennial
Psidium,cattleianum,,,perennial
Anthriscus,caucalis,,,annual
Anthriscus,caucalis,,,annual
Celtis,caucasica,,,perennial
Eryngium,caucasica,,,perennial
Lonicera,caucasica,,,perennial
Arabis,caucasica,,,perennial
Antennaria,caucasica,,,perennial
Pedicularis,caucasica,,,perennial
Doronicum,caucasicum,,,perennial
Hedysarum,caucasicum,,,perennial
Delphinium,caucasicum,,,perennial
Helleborus,caucasicus,,,perennial
Brassia,caudata,,,perennial
Aegilops,caudata,,,annual
Pericome,caudata,,,perennial
Taraxacum,caudatulum,,,perennial
Citharexylum,caudatum,,,perennial
Amaranthus,caudatus,,,annual
Lupinus,caudatus,,,perennial
Cosmos,caudatus,,,annual
Acianthus,caudatus,,,perennial
Potentilla,caulescens,,,perennial
Potentilla,caulescens,,,perennial
Lepechinia,caulescens,,,perennial
Passiflora,cauliflora,,,perennial
Corydalis,cava,,,perennial
Corydalis,cava,,,perennial
Trisetum,cavanillesii,,,annual
Calceolaria,cavanillesii,,,perennial
Hieracium,cavillieri,,,perennial
Dioscorea,cayenensis,,,perennial
Stachytarpheta,cayennensis,,,perennial
Amburana,cearensis,,,perennial
Sarcochilus,ceciliae,,,perennial
Schizochilus,cecilii,,,perennial
Musanga,cecropioides,,,perennial
Cirsium,celakovskianum,,,biennial/perennial
Disa,celata,,,perennial
Taraxacum,celtica,,,perennial
Taraxacum,celticum,,,perennial
Pinus,cembra,,,perennial
Pinus,cembra,,,perennial
Enneapogon,cenchroides,,,perennial
Iris,cengialti,,,perennial
Poa,cenisia,,,perennial
Campanula,cenisia,,,perennial
Koeleria,cenisia,,,perennial
Nigritella,cenisia,,,perennial
Pedicularis,cenisia,,,perennial
Poa,cenisia,,,perennial
Viola,cenisia,,,perennial
Vernonia,centaureoides,,,perennial
Wurmbea,centralis,,,perennial
Allium,cepa,,,perennial
Allium,cepa,,,perennial
Allium,cepa,,,perennial
Allium,cepa,,,perennial
Sedum,cepaea,,,annual/biennial
Abies,cephalonica,,,perennial
Crotalaria,cephalotes,,,annual
Wahlenbergia,ceracea,,,perennial
Prunus,cerasifera,,,perennial
Asphodelus,cerasiferus,,,perennial
Cerastium,cerastoides,,,perennial
Cerastium,cerastoides,,,perennial
Prunus,cerasus,,,perennial
Dioscorea,ceratandra,,,perennial
Salvia,ceratophylla,,,biennial
Isopogon,ceratophyllus,,,perennial
Secale,cereale,,,annual
Anthriscus,cerefolium,,,annual
Anthriscus,cerefolium,,,annual
Bidens,cernua,,,annual
Orobanche,cernua,,,annual/biennial/perennial
Saxifraga,cernua,,,perennial
Orobanche,cernua,,,perennial
Staberoha,cernua,,,perennial
Spiranthes,cernua,,,perennial
Renealmia,cernua,,,perennial
Carpesium,cernuum,,,annual/biennial
Allium,cernuum,,,perennial
Carpesium,cernuum,,,annual
Eriogonum,cernuum,,,annual
Quercus,cerris,,,perennial
Quercus,cerris,,,perennial
Lemboglossum,cervantesii,,,perennial
Peucedanum,cervaria,,,perennial
Peucedanum,cervaria,,,perennial
Campanula,cervicaria,,,biennial/perennial
Campanula,cervicaria,,,biennial/perennial
Vittadinia,cervicularis,,,annual
Cuscuta,cesatiana,,,annual
Deschampsia,cespitosa,,,perennial
Carex,cespitosa,,,perennial
Deschampsia,cespitosa,,,perennial
Deschampsia,cespitosa,,,perennial
Deschampsia,cespitosa,,,perennial
Deschampsia,cespitosa,,,perennial
Campanula,cespitosa,,,perennial
Carex,cespitosa,,,perennial
Deschampsia,cespitosa,,,perennial
Carex,cespitosa,,,perennial
Deschampsia,cespitosa,,,perennial
Trichophorum,cespitosum,,,perennial
Trichophorum,cespitosum,,,perennial
Aloe,chabaudii,,,perennial
Mimosa,chaetocarpa,,,perennial
Spermacoce,chaetocephala,,,annual
Hieracium,chaetocephalum,,,perennial
Pterostylis,chaetophora,,,perennial
Poa,chaixii,,,perennial
Poa,chaixii,,,perennial
Lychnis,chalcedonica,,,perennial
Ruta,chalepensis,,,perennial
Cardaria,chalepensis,,,perennial
Angraecum,chamaeanthus,,,perennial
Polygala,chamaebuxus,,,perennial
Rhodothamnus,chamaecistus,,,perennial
Chamaecrista,chamaecristoides,,,perennial
Santolina,chamaecyparissus,,,perennial
Santolina,chamaecyparissus,,,perennial
Santolina,chamaecyparissus,,,perennial
Teucrium,chamaedrys,,,perennial
Teucrium,chamaedrys,,,perennial
Veronica,chamaedrys,,,perennial
Teucrium,chamaedrys,,,perennial
Veronica,chamaedrys,,,perennial
Veronica,chamaedrys,,,perennial
Veronica,chamaedrys,,,perennial
Veronica,chamaedrys,,,perennial
Veronica,chamaedrys,,,perennial
Teucrium,chamaedrys,,,perennial
Teucrium,chamaedrys,,,perennial
Veronica,chamaedrys,,,perennial
Veronica,chamaedrys,,,perennial
Teucrium,chamaedrys,,,perennial
Androsace,chamaejasme,,,perennial
Stellera,chamaejasme,,,perennial
Androsace,chamaejasme,,,perennial
Androsace,chamaejasme,,,perennial
Stellera,chamaejasme,,,perennial
Artemisia,chamaemelifolia,,,perennial
Sorbus,chamaemespilus,,,perennial
Rubus,chamaemorus,,,perennial
Rubus,chamaemorus,,,perennial
Rubus,chamaemorus,,,perennial
Rubus,chamaemorus,,,perennial
Rubus,chamaemorus,,,perennial
Rubus,chamaemorus,,,perennial
Rubus,chamaemorus,,,perennial
Ajuga,chamaepitys,,,annual
Ajuga,chamaepitys,,,annual
Ajuga,chamaepitys,,,perennial
Euphorbia,chamaesyce,,,annual
Blechnum,chambersii,,,perennial
Cibotium,chamissoi,,,perennial
Montia,chamissoi,,,perennial
Arnica,chamissonis,,,perennial
Stachys,chamissonis,,,perennial
Vanilla,chamissonis,,,perennial
Ambrosia,chamissonis,,,perennial
Matricaria,chamomilla,,,annual
Matricaria,chamomilla,,,annual
Dendranthema,chanetii,,,perennial
Euphorbia,characias,,,perennial
Indigofera,charlieriana,,,annual
Phyteuma,charmelii,,,perennial
Phyteuma,charmelii,,,perennial
Helipterum,charsleyae,,,annual
Askidiosperma,chartaceum,,,perennial
Aconitum,chasmanthum,,,perennial
Thymus,chaubardi,,,perennial
Hieracium,chaunanthes,,,perennial
Camissonia,cheiranthifolia,,,perennial
Erysimum,cheiranthoides,,,annual
Erysimum,cheiranthoides,,,annual
Draba,cheiranthoides,,,perennial
Erysimum,cheiranthoides,,,annual/biennial
Erysimum,cheiranthoides,,,perennial
Erysimum,cheiri,,,perennial
Pardoglossum,cheirifolium,,,perennial
Solanum,chenopodioides,,,annual
Solanum,chenopodioides,,,perennial
Trifolium,cherleri,,,annual
Minuartia,cherlerioides,,,perennial
Minuartia,cherlerioides,,,perennial
Ajuga,chia,,,annual/perennial
Malcolmia,chia,,,annual
Eulophia,chilangcnsis,,,perennial
Kochia,childsii,,,annual
Hordeum,chilense,,,perennial
Alstroemeria,chilensis,,,perennial
Fragaria,chilensis,,,perennial
Chaetanthera,chilensis,,,perennial
Convolvulus,chilensis,,,perennial
Armeria,chilensis,,,perennial
Cleome,chilensis,,,annual
Aristotelia,chilensis,,,perennial
Oxytropis,chiliophylla,,,perennial
Oxytropis,chiliophylla,,,perennial
Geum,chiloense,,,perennial
Fragaria,chiloensis,,,perennial
Angraecum,chimanimaniense,,,perennial
Liparis,chimanimaniensis,,,perennial
Herschelianthe,chimanimaniensis,,,perennial
Rhynchosia,chimanimaniensis,,,perennial
Philodendron,chinchamayense,,,perennial
Lycium,chinense,,,perennial
Delphinium,chinense,,,perennial
Aconitum,chinense,,,perennial
Callistephus,chinensis,,,annual
Leymus,chinensis,,,perennial
Iris,chinensis,,,perennial
Pulsatilla,chinensis,,,perennial
Pulsatilla,chinensis,,,perennial
Pulsatilla,chinensis,,,perennial
Potentilla,chinensis,,,perennial
Callistephus,chinensis,,,annual
Pulsatilla,chinensis,,,perennial
Gonocarpus,chinensis,,,perennial
Stachys,chinensis,,,perennial
Arundina,chinensis,,,perennial
Siphonostegia,chinensis,,,annual
Rubia,chinensis,,,perennial
Alpinia,chinensis,,,perennial
Cuscuta,chinensis,,,annual
Cornus,chinensis,,,perennial
Saussurea,chinnampoensis,,,perennial
Myrmecophila,chionodora,,,perennial
Draba,chionophila,,,perennial
Draba,chionophila,,,perennial
Crotalaria,chirindae,,,perennial
Alchemilla,chirophylla,,,perennial
Allium,chiwui,,,perennial
Platanthera,chlorantha,,,perennial
Pyrola,chlorantha,,,perennial
Silene,chlorantha,,,perennial
Platanthera,chlorantha,,,perennial
Pyrola,chlorantha,,,perennial
Platanthera,chlorantha,,,perennial
Platanthera,chlorantha,,,perennial
Cycnoches,chlorochilon,,,perennial
Satyrium,chlorocorys,,,perennial
Taraxacum,chlorodes,,,perennial
Galium,chloroionanthum,,,perennial
Ixiolaena,chloroleuca,,,perennial
Cyphostemma,chloroleucum,,,perennial
Hieracium,chlorops,,,perennial
Amaranthus,chlorostachys,,,annual
Taraxacum,chloroticum,,,perennial
Hieracium,chondrillaefolium,,,perennial
Chondrilla,chondrilloides,,,perennial
Chondrilla,chondrilloides,,,perennial
Crepis,chondrilloides,,,perennial
Salsola,chorassanica,,,annual
Carex,chordorrhiza,,,perennial
Carex,chordorrhiza,,,perennial
Taraxacum,christiansenii,,,perennial
Euphrasia,christii,,,annual
Calyptrochilum,christyanum,,,perennial
Pedicularis,chroorrhyncha,,,perennial
Craspedia,chrysantha,,,annual
Dichrocephala,chrysanthemifolia,,,annual
Pycnosorus,chrysanthus,,,perennial
Clematis,chrysocarpa,,,perennial
Crotalaria,chrysochlora,,,perennial
Nolletia,chrysocomoides,,,perennial
Taraxacum,chrysophaenum,,,perennial
Aloe,chrysostachys,,,perennial
Crotalaria,chrysotricha,,,perennial
Astragalus,cicer,,,perennial
Lathyrus,cicera,,,annual
Lathyrus,cicera,,,annual
Lathyrus,cicera,,,annual
Biscutella,cichoriifolia,,,annual
Erodium,ciconium,,,annual
Erodium,ciconium,,,annual/biennial
Erodium,cicutarium,,,annual
Erodium,cicutarium,,,annual
Erodium,cicutarium,,,annual
Erodium,cicutarium,,,annual
Erodium,cicutarium,,,annual
Erodium,cicutarium,,,annual
Erodium,cicutarium,,,annual
Erodium,cicutarium,,,annual
Rosa,ciesielskii,,,perennial
Eragrostis,cilianensis,,,annual
Eragrostis,cilianensis,,,annual
Desmodium,ciliare,,,perennial
Digitaria,ciliaris,,,annual
Cenchrus,ciliaris,,,perennial
Brachyscome,ciliaris,,,perennial
Cenchrus,ciliaris,,,perennial
Brachyscome,ciliaris,,,perennial
Helianthus,ciliaris,,,perennial
Brachycome,ciliaris,,,perennial
Arabis,ciliata,,,biennial
Arenaria,ciliata,,,annual/perennial
Elsholtzia,ciliata,,,annual
Galinsoga,ciliata,,,annual
Gentianella,ciliata,,,biennial/perennial
Melica,ciliata,,,perennial
Moehringia,ciliata,,,perennial
Isoglossa,ciliata,,,perennial
Isoglossa,ciliata,,,perennial
Melica,ciliata,,,perennial
Vulpia,ciliata,,,annual
Vulpia,ciliata,,,annual
Melica,ciliata,,,perennial
Galinsoga,ciliata,,,annual
Arabis,ciliata,,,biennial/perennial
Arenaria,ciliata,,,perennial
Gentiana,ciliata,,,annual/biennial/perennial
Moehringia,ciliata,,,perennial
Vulpia,ciliata,,,annual
Melica,ciliata,,,perennial
Vulpia,ciliata,,,annual
Hippocrepis,ciliata,,,annual
Maireana,ciliata,,,perennial
Galinsoga,ciliata,,,annual
Viguiera,ciliata,,,annual
Mertensia,ciliata,,,perennial
Arenaria,ciliata,,,perennial
Moehringia,ciliata,,,perennial
Hippocrepis,ciliata,,,annual
Blephilia,ciliata,,,perennial
Calandrinia,ciliata,,,annual
Smithia,ciliata,,,annual
Ajuga,ciliata,,,perennial
Leucas,ciliata,,,annual
Neobolusia,ciliata,,,perennial
Epilobium,ciliatum,,,perennial
Arthrostema,ciliatum,,,annual
Arthrostema,ciliatum,,,annual/perennial
Brownanthus,ciliatus,,,annual
Colutea,cilicica,,,perennial
Brachycome,ciliocarpa,,,annual
Plectritis,ciliosa,,,annual
Hieracium,cillense,,,perennial
Arctium,cimbricum,,,biennial
Senecio,cineraria,,,perennial
Desmodium,cinerascens,,,perennial
Erica,cinerea,,,perennial
Salix,cinerea,,,perennial
Festuca,cinerea,,,perennial
Potentilla,cinerea,,,perennial
Festuca,cinerea,,,perennial
Potentilla,cinerea,,,perennial
Vitis,cinerea,,,perennial
Herniaria,cinerea,,,annual
Psoralea,cinerea,,,perennial
Erica,cinerea,,,perennial
Hieracium,cinereiforme,,,perennial
Galium,cinereum,,,perennial
Thamnochortus,cinereus,,,perennial
Ochna,cinnabarina,,,perennial
Galopina,circaeoides,,,perennial
Galium,circaezans,,,perennial
Ranunculus,circinatus,,,perennial
Cassia,circinnata,,,perennial
Hymenocarpos,circinnatus,,,annual
Festuca,circummediterranea,,,perennial
Thelymitra,circumsepta,,,perennial
Habenaria,cirrhata,,,perennial
Arthropodium,cirrhatum,,,perennial
Ruppia,cirrhosa,,,perennial
Allium,cirrhosum,,,perennial
Cyphostemma,cirrhosum,,,perennial
Allium,cirrhosum,,,perennial
Euphrasia,cisalpina,,,annual
Pterisanthes,cissioides,,,perennial
Ipomoea,cissoides,,,perennial
Rubus,cissoides,,,perennial
Cissus,cissoides,,,perennial
Hypericum,cistifolium,,,perennial
Rhodanthe,citrina,,,annual
Rhodanthe,citrina,,,annual
Waitzia,citrina,,,annual
Tridactyle,citrina,,,perennial
Hemerocallis,citrina,,,perennial
Kalanchoe,citrina,,,perennial
Aloe,citrina,,,perennial
Callistemon,citrinus,,,perennial
Monarda,citriodora,,,perennial
Glycine,clandestina,,,perennial
Pennisetum,clandestinum,,,perennial
Iris,clarkei,,,perennial
Caladenia,clarkiae,,,perennial
Guapira,clasica,,,perennial
Uncinia,clavata,,,perennial
Uncinia,clavata,,,perennial
Uncinia,clavata,,,perennial
Uncinia,clavata,,,perennial
Uncinia,clavata,,,perennial
Uncinia,clavata,,,perennial
Habenaria,clavata,,,perennial
Eggelingia,clavata,,,perennial
Lycopodium,clavatum,,,perennial
Centrostigma,clavatum,,,perennial
Anacyclus,clavatus,,,annual
Anacyclus,clavatus,,,annual
Calochortus,clavatus,,,perennial
Enarthrocarpus,clavatus,,,annual
Orchis,clavellata,,,perennial
Achillea,clavenae,,,perennial
Achillea,clavennae,,,perennial
Ceratocapnos,claviculata,,,annual
Ceratocapnos,claviculata,,,annual
Aloe,claviflora,,,perennial
Camissonia,claviformis,,,annual
Felicia,clavipilosa,,,perennial
Galium,claytoni,,,perennial
Alchemilla,cleistophylla,,,perennial
Cayratia,clematidea,,,perennial
Aristolochia,clematitis,,,perennial
Aristolochia,clematitis,,,perennial
Convolvulus,clementii,,,perennial
Ziziphora,clinopodioides,,,perennial
Eulophia,clitellifera,,,perennial
Gilia,clokeyi,,,annual
Potentilla,clusiana,,,perennial
Primula,clusiana,,,perennial
Sternbergia,clusiana,,,perennial
Gentiana,clusii,,,perennial
Doronicum,clusii,,,perennial
Gentiana,clusii,,,perennial
Doronicum,clusii,,,perennial
Cistus,clusii,,,perennial
Lathyrus,clymenum,,,annual
Fibigia,clypeata,,,perennial
Daphne,cneorum,,,perennial
Kotschya,coalescens,,,perennial
Taraxacum,coartatum,,,perennial
penstemon,cobaea,,,perennial
Quercus,coccifera,,,perennial
Quercus,coccifera,,,perennial
Pterostylis,coccina,,,perennial
Gaura,coccinea,,,perennial
Gaura,coccinea,,,perennial
Gaura,coccinea,,,perennial
Gaura,coccinea,,,perennial
Gaura,coccinea,,,perennial
Gaura,coccinea,,,perennial
Gaura,coccinea,,,perennial
Gaura,coccinea,,,perennial
Gaura,coccinea,,,perennial
Gaura,coccinea,,,perennial
Sphaeralcea,coccinea,,,biennial/perennial
Sphaeralcea,coccinea,,,biennial/perennial
Sphaeralcea,coccinea,,,biennial/perennial
Sphaeralcea,coccinea,,,biennial/perennial
Sphaeralcea,coccinea,,,biennial/perennial
Sphaeralcea,coccinea,,,biennial/perennial
Sphaeralcea,coccinea,,,biennial/perennial
Sphaeralcea,coccinea,,,biennial/perennial
Sphaeralcea,coccinea,,,biennial/perennial
Sphaeralcea,coccinea,,,biennial/perennial
Gaura,coccinea,,,perennial
Gaura,coccinea,,,perennial
Gaura,coccinea,,,perennial
Gaura,coccinea,,,perennial
Gaura,coccinea,,,perennial
Sphaeralcea,coccinea,,,biennial/perennial
Sphaeralcea,coccinea,,,biennial/perennial
Sphaeralcea,coccinea,,,biennial/perennial
Sphaeralcea,coccinea,,,biennial/perennial
Sphaeralcea,coccinea,,,biennial/perennial
Ipomoea,coccinea,,,annual
Eustephia,coccinea,,,perennial
Emilia,coccinea,,,annual
Kohautia,coccinea,,,annual
Tofieldia,coccinea,,,perennial
Sophronitis,coccinea,,,perennial
Ammannia,coccinea,,,annual
Sphaeralcea,coccinea,,,biennial/perennial
Leea,coccinea,,,perennial
Haemodorum,coccineum,,,perennial
Geum,coccineum,,,perennial
Amomum,coccineum,,,perennial
Phaseolus,coccineus,,,annual/perennial
Astragalus,coccineus,,,perennial
Leea,coccinia,,,perennial
Campanula,cochleariifolia,,,perennial
Campanula,cochleariifolia,,,perennial
Phlegmatospermum,cochlearinum,,,annual
Phlegmatospermum,cochlearinum,,,annual
Hieracium,cochlearioides,,,perennial
Taraxacum,cochleatophyllum,,,perennial
Hieracium,cochleatum,,,perennial
Bulbophyllum,cochleatum,,,perennial
Conoclinium,coelestinum,,,perennial
Eupatorium,coelestinum,,,perennial
Aechmea,coelestis,,,perennial
Tragopogon,coelesyriacus,,,biennial
Eulophia,coeloglossa,,,perennial
Liparis,coelogynoides,,,perennial
Digitaria,coenicola,,,perennial
Catananche,coerulea,,,perennial
Scutellaria,coerulea,,,perennial
Alpinia,coerulea,,,perennial
Orobanche,coerulescens,,,perennial
Crassocephalum,coeruleum,,,annual
Cotinus,coggygria,,,perennial
Acacia,cognata,,,perennial
Vitis,coignetiae,,,perennial
Cyclamen,colchicum,,,perennial
Epimedium,colchicum,,,perennial
Acacia,colei,,,perennial
Carex,colensoi,,,perennial
Blechnum,colensoi,,,perennial
Blechnum,colensoi,,,perennial
Cyathea,colensoi,,,perennial
Prasophyllum,colensoi,,,perennial
Prasophyllum,colensoi,,,perennial
Acacia,colletioides,,,perennial
Achillea,collina,,,perennial
Arabis,collina,,,perennial
Potentilla,collina,,,perennial
Pulmonaria,collina,,,perennial
Viola,collina,,,perennial
Salsola,collina,,,annual
Achillea,collina,,,perennial
Arabis,collina,,,perennial
Potentilla,collina,,,perennial
Viola,collina,,,perennial
Centaurea,collina,,,perennial
Arabis,collina,,,perennial
Achillea,collina,,,perennial
Achillea,collina,,,perennial
Pulmonaria,collina,,,perennial
Fritillaria,collina,,,perennial
Viola,collina,,,perennial
Ferula,collina,,,perennial
Euphrasia,collina,,,perennial
Crotalaria,collina,,,perennial
Calceolaria,collina,,,perennial
Epilobium,collinum,,,perennial
Epilobium,collinum,,,perennial
Euchiton,collinus,,,perennial
Erysimum,collisparsum,,,perennial
Dudleya,collomiae,,,perennial
Aerangis,collum-cygni,,,perennial
Crassula,colorata,,,annual
