Genus,Species,Subspecies,Variant,Weight (g)
Ceanothus,thyrsiflorus,,,2.11
Ceanothus,tomentosus,,,3.4
Ceanothus,velutinus,,,5.494
Ceanothus,verrucosus,,,6.6
Ceanothus,vestitus,,,4.5976
Cecropia,cf.,,,1
Cecropia,insignis,,,0.6
Cecropia,latiloba,,,2
Cecropia,longipes,,,0.7
Cecropia,membranacea,,,2
Cecropia,obtusa,,,0.1
Cecropia,obtusifolia,,,0.7
Cecropia,pachystachya,,,0.85
Cecropia,peltata,,,0.6
Cecropia,schreberiana,,,0.3
Cecropia,sciadophylla,,,1.8
Cecropia,sp.,,,0.55
Cedrela,odorata,,,17
Cedrela,rosei,,,20
Cedrela,salvadorensis,,,98.8
Cedrela,serrulata,,,5.67
Cedrelopsis,grevei,,,40.9945
Ceiba,acuminata,,,9
Ceiba,aesculifolia,,,83.28
Ceiba,aesculifolia,parvifolia,,72.821
Ceiba,pentandra,,,59
Ceiba,speciosa,,,57.6724
Celastrus,gemmatus,,,7.47632
Celastrus,glaucophyllus,,,11.6114286
Celastrus,monospermus,,,6.1388
Celastrus,orbiculatus,,,10.5
Celastrus,scandens,,,16.5
Celastrus,stylosus,,,5.14144
Celmisia,allanii,,,0.26
Celmisia,alpina,,,0.39
Celmisia,angustifolia,,,1.18
Celmisia,armstrongii,,,1.6
Celmisia,bellidioides,,,0.4
Celmisia,brevifolia,,,0.56
Celmisia,coriacea,,,0.9
Celmisia,costiniana,,,2.977
Celmisia,dallii,,,0.8
Celmisia,discolor,,,0.78
Celmisia,durietzii,,,0.89
Celmisia,glandulosa,,,0.53
Celmisia,gracilenta,,,0.78
Celmisia,graminifolia,,,0.6
Celmisia,haastii,,,0.91
Celmisia,hectori,,,0.63
Celmisia,hieracifolia,,,1.32
Celmisia,holosericea,,,0.62
Celmisia,hookeri,,,2.68
Celmisia,incana,,,0.98
Celmisia,laricifolia,,,0.29
Celmisia,lateralis,,,0.47
Celmisia,latifolia,,,4.2992
Celmisia,lindsayi,,,0.83256
Celmisia,longifolia,,,2.1788
Celmisia,lyallii,,,1.58
Celmisia,mackaui,,,2.18
Celmisia,major,,,3.01
Celmisia,munroi,,,2.02
Celmisia,petriei,,,1.96
Celmisia,polyvena,,,1.31
Celmisia,prorepens,,,0.88
Celmisia,pugioniformis,,,2.478
Celmisia,ramulosa,,,0.35
Celmisia,saxifraga,,,0.8236
Celmisia,semicordata,,,1.49
Celmisia,semicordata,semicordata,,1.76196
Celmisia,sericophylla,,,1
Celmisia,sessiliflora,,,0.67
Celmisia,spectabilis,,,1.8
Celmisia,spedeni,,,0.66
Celmisia,tomentella,,,3.59
Celmisia,traversii,,,1.46
Celmisia,verbascifolia,,,2.68
Celmisia,viscosa,,,1.14
Celmisia,walkeri,,,0.66
Celosia,argentea,,,1
Celosia,cristata,,,0.8
Celosia,floribunda,,,0.77116
Celosia,hastata,,,0.1636
Celosia,isertii,,,0.1744
Celosia,polystachia,,,0.208
Celosia,schweinfurthiana,,,0.30568
Celosia,trigyna,,,0.1761
Celtis,africana,,,41.11
Celtis,australis,,,226.8
Celtis,caucasica,,,176.825
Celtis,caudata,,,113.2402
Celtis,ehrenbergiana,,,31.18
Celtis,gomphophylla,,,14.9564
Celtis,iguanaeus,,,111
Celtis,integrifolia,,,175
Celtis,laevigata,,reticulata,81.9746
Celtis,laevigata,,,76.05
Celtis,madagascariensis,,,558.5236
Celtis,mildbraedii,,,49
Celtis,occidentalis,,,126.4
Celtis,pallida,,,27.94
Celtis,philippensis,,,349.114
Celtis,planchoniana,,,136.259542
Celtis,reticulata,,,92
Celtis,tenuifolia,,,93.6544
Celtis,tetrandra,,,66.05
Celtis,zenkeri,,,75.0424
Cenarrhenes,nitida,,,235.2952
Centaurea,adpressa,,,6.145
Centaurea,aetaliae,,,2.040107
Centaurea,aggregata,,,1.484
Centaurea,akamantis,,,3.7222222
Centaurea,alaica,,,21.0954286
Centaurea,americana,,,10.9
Centaurea,ammocyanus,,,1.204
Centaurea,aplolepa,carueliana,,1.4485
Centaurea,aplolepa,subciliata,,2.0072
Centaurea,aplolepa,parvula,,1.542
Centaurea,arenaria,,,2.1208
Centaurea,arrigonii,,,2.3218868
Centaurea,ascalonica,,,12.47636
Centaurea,aspera,,,5
Centaurea,aspera,gentilii,,6.2928
Centaurea,aziziana,,,2.09
Centaurea,babylonica,,,9.9288
Centaurea,behen,,,11.0178
Centaurea,biebersteinii,,,1.5136
Centaurea,bracteata,,,1.72
Centaurea,calcitrapa,,,2.1579
Centaurea,caliacrae,,,1.4084
Centaurea,carduiformis,orientalis,,10.1
Centaurea,cataonica,,,7.1428
Centaurea,cheirolopha,,,9.9604
Centaurea,chilensis,,,5.4908
Centaurea,cineraria,,,2.6096
Centaurea,cineraria,cinerea,,2.4736
Centaurea,clementei,,,14.2488263
Centaurea,crocodylium,,,11.5932
Centaurea,cyanus,,,4.3
Centaurea,dealbata,,,7.2
Centaurea,debauxii,,,2.2744
Centaurea,depressa,,,15.5498
Centaurea,deusta,,,2.6168
Centaurea,deusta,splendens,,1.1418
Centaurea,deusta,divaricata,,1.7668
Centaurea,diffusa,,,1.891
Centaurea,diluta,,,3.5208
Centaurea,diomedea,,,2.5676
Centaurea,drabifolia,libanotica,,7.7208
Centaurea,erdneri,,,2.9412
Centaurea,eryngioides,,,9.055
Centaurea,floccosa,,,8.83
Centaurea,giardinae,,,2.074
Centaurea,glastifolia,,,5.2465347
Centaurea,gulissashvilii,,,1.336
Centaurea,gymnocarpa,,,3.4
Centaurea,iberica,,,3.092
Centaurea,iberica,meryonis,,5.0916
Centaurea,ilvensis,,,2.3342857
Centaurea,immanuelis-loewii,,,6.4805369
Centaurea,imperialis,,,3.14
Centaurea,intybacea,,,7.5
Centaurea,jacea,,,1.53
Centaurea,jacea,angustifolia,,1.77
Centaurea,jacea,gaudinii,,1.1896
Centaurea,janeri,babiana,,1.4538462
Centaurea,jankae,,,8.4504505
Centaurea,jurineifolia,,,1.647
Centaurea,langei,langei,,1.4652
Centaurea,leucophaea,,,1.266
Centaurea,macrocephala,,,15.6
Centaurea,maculosa,,,2.19
Centaurea,mannagettae,,,5.1333333
Centaurea,melitensis,,,1.499
Centaurea,montana,,,15.5
Centaurea,montis-borlae,,,2.7
Centaurea,moschata,,,3.1
Centaurea,napifolia,,,3.1164
Centaurea,nemoralis,,,1.6904
Centaurea,nervosa,,,3.5201
Centaurea,nigra,,,2.3
Centaurea,nigra,nigra,,2.1628
Centaurea,nigrescens,,,2.611
Centaurea,nigrescens,nigrescens,,1.7528
Centaurea,onopordifolia,,,12.276
Centaurea,orientalis,,,5.3504
Centaurea,ornata,,,3.9
Centaurea,ovina,,,2.1727612
Centaurea,pallescens,pallescens,,1.272
Centaurea,pallescens,,,1.5532
Centaurea,parilica,,,1.7918699
Centaurea,parlatoris,,,2.4079498
Centaurea,perrottetii,,,9.4196
Centaurea,phrygia,stenolepis,,2.2241379
Centaurea,phrygia,,,2.7208
Centaurea,polypodiifolia,,,5.7436
Centaurea,pseudoscabiosa,glehnii,,5.5487179
Centaurea,pumilio,,,4.854
Centaurea,raphanina,raphanina,,3.3555556
Centaurea,reflexa,,,4.2456
Centaurea,repens,,,4.667
Centaurea,rhaetica,,,2.06
Centaurea,rhenana,,,2.08
Centaurea,rigida,,,6.1
Centaurea,rothmaleriana,,,2.2112
Centaurea,rupestris,,,5.423
Centaurea,ruthenica,,,31.58
Centaurea,salicifolia,,,2.3364
Centaurea,salonitana,,,8.8976
Centaurea,saxicola,,,8.5032
Centaurea,scabiosa,alpestris,,6.366
Centaurea,scabiosa,tematinensis,,4.964
Centaurea,scabiosa,,,6.4
Centaurea,scabiosa,sadleriana,,4.7756
Centaurea,sicula,,,5.3368
Centaurea,sinaica,,,2.8775
Centaurea,solstitialis,,,3
Centaurea,solstitialis,solstitialis,,1.0744
Centaurea,sosnowskyi,,,1.82
Centaurea,sp.,,,0.75
Centaurea,spectabilis,,,21.6108
Centaurea,sphaerocephala,sphaerocephala,,7.6472
Centaurea,spinosa,,,2.2288
Centaurea,squarrosa,,,2.2364
Centaurea,stenolepis,,,2.3
Centaurea,stereophylla,,,4.7484
Centaurea,stevenii,,,7.224
Centaurea,stoebe,,,1.404
Centaurea,suaveolens,,,4.05
Centaurea,tauromenitana,,,15.6953237
Centaurea,thracica,,,5.8536
Centaurea,thuillieri,,,1.8952
Centaurea,toletana,tentudaica,,20.24
Centaurea,tommasinii,,,1.7796
Centaurea,transcaucasica,,,0.2019903
Centaurea,triumfetti,,,8.1236
Centaurea,triumfettii,,,10.41
Centaurea,turkestanica,,,22.8142857
Centaurea,tyrrhena,,,5.0848
Centaurea,uniflora,,,3.9156
Centaurea,veneris,,,2.78
Centaurea,verutum,,,4.2742
Centaurea,virgata,squarrosa,,2.8268
Centaurea,woronowii,,,14.4842697
Centaurium,bianoris,,,0.0132
Centaurium,cachanlahuen,,,0.015
Centaurium,davyi,,,0.008
Centaurium,erythraea,rhodense,,0.4
Centaurium,erythraea,,,0.01
Centaurium,erythraea,,capitatum,0.016
Centaurium,erythraea,majus,,0.01068
Centaurium,littorale,,,0.04
Centaurium,maritimum,,,0.01
Centaurium,muehlenbergii,,,0.171
Centaurium,pulchellum,,,0.0163
Centaurium,scilloides,,,0.01
Centaurium,spicatum,,,0.028
Centaurium,tenuiflorum,,,0.04
Centaurium,venustum,,,0.002
Centaurothamnus,maximus,,,13.944
Centella,asiatica,,,1.149
Centella,glabrata,,,8.1876
Centemopsis,kirkii,,,1.4032
Centipeda,crateriformis,compacta,,0.06
Centipeda,cunninghamii,,,0.0504
Centipeda,elatinoides,,,0.1412
Centipeda,minima,,,0.0212
Centipeda,minima,minima,,0.0414
Centipeda,nidiformis,,,0.0276
Centipeda,pleiocephala,,,0.0256
Centipeda,racemosa,,,0.0325688
Centipeda,thespidioides,,,0.24
Centradenia,grandifolia,,,0.0092
Centranthera,cochinchinensis,,,0.03072
Centranthera,grandiflora,,,0.0236
Centranthus,amazonum,,,0.9076336
Centranthus,angustifolius,,,2.45
Centranthus,calcitrapa,,,0.5368
Centranthus,calcitrapa,orbiculatus,,0.8684
Centranthus,lecoqii,,,2.1192
Centranthus,longiflorus,,,3.1923
Centranthus,ruber,,,1.77
Centranthus,trinervis,,,0.818
Centrolobium,minus,,,850
Centrolobium,paraense,,,78.13
Centromadia,fitchii,,,1.9428
Centrosema,brasilianum,,,18.1228
Centrosema,pascuorum,,,10.6384
Centrosema,pubescens,,,26.54
Centrosema,schottii,,,70.848
Centrosema,virginianum,,,13.938
Centrostachys,aquatica,,,17.029
Cephalanthus,glabratus,,,3.9
Cephalanthus,occidentalis,,,2.4
Cephalaralia,cephalobotrys,,,4
Cephalaria,alpina,,,20.4166
Cephalaria,aristata,,,2.9796
Cephalaria,calcarea,,,6.22
Cephalaria,cedrorum,,,10.2856
Cephalaria,dipsacoides,,,15.88
Cephalaria,flava,,,4.9032
Cephalaria,gigantea,,,17.0908
Cephalaria,joppensis,,,6.37
Cephalaria,joppica,,,5.6
Cephalaria,laevigata,,,6.4351852
Cephalaria,leucantha,,,4.8
Cephalaria,media,,,2.3984
Cephalaria,microcephala,,,13
Cephalaria,microdonta,,,3.9956
Cephalaria,oblongifolia,,,4.9834
Cephalaria,procera,,,14.5264
Cephalaria,setosa,,,15.6
Cephalaria,sp.,,,5.49
Cephalaria,squamiflora,mediterranea,,8.8364
Cephalaria,stellipilis,,,16.1452
Cephalaria,syriaca,,,11.9715
Cephalaria,tenella,,,7.947
Cephalaria,transylvanica,,,11.3
Cephalaria,uralensis,,,6.9892
Cephalaria,zeyheriana,,,7.3688
Cephalocroton,cordofanus,,,67.7568
Cephalocroton,mollis,,,95.3529412
Cephalophyllum,fulleri,,,0.166
Cephalophyllum,loreum,,,0.12
Cephalophyllum,parvibracteatum,,,0.154
Cephalophyllum,spissum,,,0.1288
Cephalophyllum,spongiosum,,,0.1
Cephalorrhynchus,tuberosus,,,1.3116
Cephalotus,follicularis,,,0.1356
Cerastium,alpinum,,,0.2363
Cerastium,araraticum,,,0.4552
Cerastium,argenteum,,,0.3876
Cerastium,arvense,strictum,,0.284
Cerastium,arvense,,,0.198
Cerastium,banaticum,,,0.5092
Cerastium,brachypetalum,,,0.0646
Cerastium,brachypetalum,brachypetalum,,0.05
Cerastium,brachypodum,,,0.066
Cerastium,bungeanum,,,0.2448
Cerastium,carinthiacum,austroalpinum,,0.2
Cerastium,cerastoides,,,0.191
Cerastium,comatum,,,0.04556
Cerastium,dahuricum,,,0.836
Cerastium,dichotomum,,,0.6
Cerastium,diffusum,,,0.0682
Cerastium,dubium,,,0.122
Cerastium,eriophorum,,,0.288
Cerastium,fontanum,,,0.13
Cerastium,fontanum,lucorum,,0.1536
Cerastium,fontanum,holosteoides,,0.115
Cerastium,fontanum,vulgare,,0.086
Cerastium,glomeratum,,,0.05
Cerastium,hemschinicum,,,0.786
Cerastium,holosteoides,,,0.18
Cerastium,illyricum,,,0.0496
Cerastium,kasbek,,,0.2284
Cerastium,latifolium,,,0.35
Cerastium,ligusticum,,,0.274
Cerastium,lineare,,,0.213
Cerastium,multiflorum,,,0.9824
Cerastium,nemorale,,,0.2116
Cerastium,nigrescens,,laxum,0.41
Cerastium,octandrum,,,0.214
Cerastium,pedunculatum,,,0.1808
Cerastium,perfoliatum,,,0.3
Cerastium,pumilum,glutinosum,,0.0502
Cerastium,pumilum,,,0.15
Cerastium,purpurascens,,,0.5968
Cerastium,pusillum,,,0.2176
Cerastium,ramosissimum,,,0.05
Cerastium,ruderale,,,0.1148
Cerastium,scaposum,scaposum,,0.1607595
Cerastium,scaranii,,,0.264
Cerastium,semidecandrum,,,0.04
Cerastium,soleirolii,,,0.2738
Cerastium,sp.,,,0.82
Cerastium,supramontanum,,,0.364
Cerastium,sylvaticum,,,0.14
Cerastium,tauricum,,,0.0648
Cerastium,tomentosum,,,0.9
Cerastium,uniflorum,,,0.2556
Cerastium,vulgatum,,,0.078
Cerasus,mahaleb,,,85.7
Ceratocapnos,claviculata,,,0.84706
Ceratocapnos,claviculata,picta,,0.98
Ceratocarpus,arenarius,,,4.986
Ceratocephala,falcata,,,1.402
Ceratogyne,obionoides,,,1.5182
Ceratonia,oreothauma,oreothauma,,42.79
Ceratonia,siliqua,,,181
Ceratopetalum,gummiferum,,,14.4
Ceratostigma,griffithii,,,3.0137931
Ceratostigma,willmottianum,,,9.5892
Ceratotheca,integribracteata,elliptica,,2.2012
Ceratotheca,sesamoides,,,1.25
Ceratotheca,triloba,,,1.3477
Cerbera,inflata,,,13000
Cerbera,thevetia,,,385
Cercidiphyllum,japonicum,,,0.55
Cercidiphyllum,magnificum,,,0.5444
Cercidium,floridum,,,238
Cercidium,macrum,,,82.383
Cercidium,microphyllum,,,141.72
Cercis,canadensis,,,24.6
Cercis,chinensis,,,35.4
Cercis,occidentalis,,,37
Cercis,siliquastrum,,alba,22.03
Cercis,siliquastrum,hebecarpa,,27.728
Cercis,siliquastrum,,,40
Cercocarpus,betuloides,,betuloides,19.6568
Cercocarpus,betuloides,,,16.6
Cercocarpus,fothergilloides,,,9.22688
Cercocarpus,fothergilloides,fothergilloides,,3.4968
Cercocarpus,intricatus,,,3.12
Cercocarpus,ledifolius,,,10.55
Cercocarpus,macrophyllus,,,4.1704
Cercocarpus,minutiflorus,,,13.493
Cercocarpus,montanus,,,9.91
Cercocarpus,montanus,,minutiflorus,11.7688
Cercocarpus,montanus,,paucidentatus,5.572
Cereus,giganteus,,,1.1
Cerinthe,major,,,50.4
Cerinthe,minor,auriculata,,12.0904
Cerinthe,minor,,,14.2
Ceriops,australis,,,1600
Ceriops,decandra,,,2740
Ceriops,tagal,,,3025
Ceropegia,ballyana,,,9.8212
Ceruana,pratensis,,,0.2488
Cespedesia,macrophylla,,,0.2
Cestrum,alternifolium,,,4.31
Cestrum,aurantiacum,,,4.303
Cestrum,diurnum,,,1.595
Cestrum,dumetorum,,,4.6
Cestrum,fasciculatum,,,1.9132
Cestrum,laevigatum,,,6.3984
Cestrum,laurifolium,,,4.8420168
Cestrum,nocturnum,,,3.236
Cestrum,reflexum,,,50
Cestrum,tomentosum,,,3.482
Cevallia,sinuata,,,7.6
Chadsia,flammea,flammea,,48.7032
Chadsia,grevei,grevei,,23.8414
Chadsia,grevei,latifolia,,25.63
Chadsia,versicolor,,,31.509
Chaenactis,alpina,,,1.2
Chaenactis,artemisiifolia,,,0.61
Chaenactis,douglasii,,,1.485
Chaenactis,douglasii,,douglasii,1.183
Chaenactis,fremonti,,,1.18
Chaenactis,glabriuscula,,lanosa,0.43
Chaenactis,glabriuscula,,glabriuscula,0.438
Chaenactis,glabriuscula,,orcuttiana,0.524
Chaenactis,glabriuscula,,,0.281
Chaenactis,macrantha,,,0.492
Chaenactis,stevioides,,,0.564
Chaenactis,suffrutescens,,,2.688
Chaenactis,xantiana,,,0.915
Chaenomeles,japonica,,,40
Chaenomeles,lagenaria,,,50
Chaenorhinum,minus,minus,,0.0798
Chaenorhinum,minus,,,0.08
Chaenorhinum,origanifolium,,,0.0396
Chaenorhinum,origanifolium,origanifolium,,0.0536
Chaenorhinum,rubrifolium,,,0.0256
Chaenorhinum,serpyllifolium,lusitanicum,,0.03288
Chaerophyllum,angelicifolium,,,1.4128
Chaerophyllum,aromaticum,,,12.4568
Chaerophyllum,aureum,,,8.1
Chaerophyllum,bulbosum,,,2.1086
Chaerophyllum,byzantinum,,,15.8816
Chaerophyllum,eriopodum,,,1.8976
Chaerophyllum,hirsutum,hirsutum,,7.3652
Chaerophyllum,hirsutum,elegans,,4.9
Chaerophyllum,hirsutum,,,6.27
Chaerophyllum,humile,,,2.6172
Chaerophyllum,libanoticum,,,15.908
Chaerophyllum,macrospermum,,,16.824
Chaerophyllum,procumbens,,,4.399
Chaerophyllum,roseum,,,4.7448
Chaerophyllum,tainturieri,,,2.1
Chaerophyllum,temulentum,,,1.88
Chaerophyllum,temulum,,,2.254
Chaerophyllum,villarsii,,,7.6656
Chaetachme,aristata,,,1088.56
Chaetadelpha,wheeleri,,,3.5486
Chaetanthera,albiflora,,,0.2584
Chaetanthera,chilensis,,,2.934
Chaetanthera,chilensis,,argentea,1.0344
Chaetanthera,euphrasioides,,,1.4546
Chaetanthera,glabrata,,,0.8356
Chaetanthera,glandulosa,,glandulosa,1.4832
Chaetanthera,incana,,,0.6088
Chaetanthera,linearis,,linearis,1.1164
Chaetanthera,linearis,,taltalensis,0.7324
Chaetanthera,microphylla,,,0.68796
Chaetanthera,moenchioides,,,1.32488
Chaetocalyx,blanchetiana,,,11.7588
Chaetocalyx,scandens,,,4.34
Chaetopappa,asteroides,,,0.2394286
Chaetopappa,ericoides,,,0.2428
Chaetosciadium,trichospermum,,,1.0891
Chaetoseris,grandiflora,,,1.84
Chaiturus,marrubiastrum,,,0.396
Chamaebatiaria,millefolium,,,0.1856
Chamaecrista,absus,,,18.85
Chamaecrista,adiantifolia,,pteridophylla,0.112
Chamaecrista,ankaratrensis,,,2.7552
Chamaecrista,apoucouita,,,220
Chamaecrista,arenicola,arenicola,,4.0448
Chamaecrista,arenicola,dunensis,,4.2228
Chamaecrista,biensis,,,3.5076
Chamaecrista,capensis,,flavescens,3.3096
Chamaecrista,caribaea,,inaguensis,9.0648
Chamaecrista,diphylla,,,2.58
Chamaecrista,fagonioides,,,11.3892
Chamaecrista,fasciculata,,,8.4
Chamaecrista,greggii,,greggii,13.895
Chamaecrista,lateriticola,,,2.769
Chamaecrista,lineata,,,4.1888
Chamaecrista,mimosoides,,,2.55
Chamaecrista,nictitans,,,2.2
Chamaecrista,nictitans,nictitans,,2.2256
Chamaecrista,nigricans,,,3.61
Chamaecrista,parva,,,3.1508
Chamaecrista,plumosa,,,4.791
Chamaecrista,plumosa,,erecta,2.9465517
Chamaecrista,pratensis,,,2.114
Chamaecrista,stricta,,,2.0676
Chamaecrista,symonii,,,3.8474403
Chamaecytisus,virescens,,,3.12
Chamaedaphne,calyculata,,,0.117
Chamaemelum,nobile,,,0.26
Chamaenerion,angustifolium,,,0.25
Chamaepentas,hindsioides,,,0.144
Chamaerhodos,erecta,,,0.1824
Chamaerhodos,nuttallii,,,0.27
Chamaesaracha,coronopus,,,0.04
Chamaesciadium,acaule,,,1.1844
Chamelaucium,axillare,,,23.96
Chamelaucium,marchantii,,,28.5868
Chamelaucium,uncinatum,,,24.4
Chamerion,angustifolium,,,0.07
Chamerion,angustifolium,angustifolium,,0.0656
Chamerion,dodonaei,,,0.2741
Chamerion,latifolium,,,0.0737288
Chamissoa,altissima,,,3
Chaptalia,integerrima,,,0.05
Chardinia,macrocarpa,,,11.478
Chardinia,orientalis,,,8.9
Charianthus,purpureus,,,0.05664
Chascanum,hederaceum,,hederaceum,5.1550704
Chascanum,hildebrandtii,,,2.7656
Chascanum,laetum,,,3.3963
Chascanum,marrubiifolium,,,2.53
Chassalia,acutiflora,,,5.2896
Chassalia,betsilensis,,,6.9808
Chassalia,bojeri,,bojeri,12.9835
Chassalia,bojeri,,longifolia,17.792
Chassalia,capitata,,,30.2039841
Chassalia,catatii,,,6.5268
Chassalia,ternifolia,,,25.6812
Chassalia,umbraticola,umbraticola,,16.8
Cheesemania,radicata,,,1.4896
Cheiranthera,alternifolia,,,0.6416
Cheiranthera,linearis,,,2.395
Cheiridopsis,caroli-schmidtii,,,0.147
Cheiridopsis,cigarettifera,,,0.05
Cheiridopsis,namaquensis,,,0.2106
Cheiridopsis,robusta,,,0.128
Cheiridopsis,turbinata,,,1.0068
Cheirolophus,arboreus,,,5.4248
Cheirolophus,canariensis,subexpinnatus,,6.0833333
Cheirolophus,sempervirens,,,4.8168
Cheirolophus,uliginosus,,,2.2742268
Chelidonium,majus,,,0.72
Chelone,barbata,,,2.6
Chelone,glabra,,,0.576
Chelone,lyonii,,,0.75624
Chenopodium,album,,,0.6
Chenopodium,ambrosioides,,,0.8
Chenopodium,auricomum,,,0.442
Chenopodium,berlandieri,,,1.068
Chenopodium,bonus-henricus,,,1.81
Chenopodium,botrys,,,0.2
Chenopodium,bushianum,,,1.45
Chenopodium,californicum,,,2.644
Chenopodium,capitatum,,,0.254
Chenopodium,carinatum,,,0.0756
Chenopodium,chenopodioides,,,0.201
Chenopodium,cristatum,,,0.512
Chenopodium,crusoeanum,,,1.1052
Chenopodium,desertorum,microphyllum,,0.412
Chenopodium,desertorum,anidiophyllum,,0.361
Chenopodium,desertorum,,,0.9124
Chenopodium,erosum,,,0.4156
Chenopodium,fasciculosum,,,1.04524
Chenopodium,ficifolium,,,0.369
Chenopodium,foliosum,,,0.7
Chenopodium,fremontii,,,0.395
Chenopodium,frigidum,,,0.2492
Chenopodium,giganteum,,,0.61
Chenopodium,gigantospermum,,,1
Chenopodium,glaucum,,,0.215
Chenopodium,helenense,,,0.315
Chenopodium,hybridum,,,1.698
Chenopodium,incisum,,,0.1496
Chenopodium,leptophyllum,,,0.5
Chenopodium,macrospermum,,,0.37
Chenopodium,melanocarpum,,,0.21
Chenopodium,murale,,,0.6
Chenopodium,nevadense,,,0.3824
Chenopodium,opulifolium,,,0.6
Chenopodium,papulosum,,,0.24
Chenopodium,petiolare,,,1.064
Chenopodium,polyspermum,,,0.3
Chenopodium,quinoa,,,1.9
Chenopodium,rubrum,,,0.2
Chenopodium,salinum,,,0.5096
Chenopodium,sanctae-clarae,,,0.9476
Chenopodium,simplex,,,2.3608
Chenopodium,sosnowskyi,,,0.6608
Chenopodium,sp.,,,3.5
Chenopodium,standleyanum,,,0.667
Chenopodium,strictum,,,0.319
Chenopodium,suecicum,,,1.038
Chenopodium,trigonum,,,0.4612
Chenopodium,truncatum,,,0.159
Chenopodium,urbicum,,,0.434
Chenopodium,vulvaria,,,0.456
Chersodoma,arequipensis,,,0.8732
Chesneya,ferganensis,,,4.7044
Chevreulia,lycopodioides,,,0.074
Chiliadenus,iphionoides,,,0.579397
Chiliotrichum,diffusum,,,1.0534
Chilopsis,linearis,,,6.5
Chilopsis,linearis,arcuata,,8.177
Chimaphila,maculata,,,0.002
Chimaphila,menziesii,,,0.002
Chimaphila,umbellata,,,0.0032
Chimaphila,umbellata,occidentalis,,0.0007388
Chiococca,alba,,,7.03
Chionanthus,axillaris,,,421
Chionanthus,niloticus,,,259.4863158
Chionanthus,ramiflorus,,,329.35
Chionanthus,retusus,,,150.2819672
Chionanthus,virginica,,,462.03
Chirita,anachoreta,,,0.0148
Chirita,dielsii,,,0.0064
Chirita,macrophylla,,,0.0156
Chirita,tamiana,,,0.01004
Chironia,baccifera,,,0.638
Chironia,jasminoides,,,0.2332
Chironia,linoides,,,0.1752
Chironia,linoides,emarginata,,0.02
Chironia,palustris,transvaalensis,,0.0364
Chisocheton,longistipitatus,,,3600
Chlamydophora,tridentata,,,0.14
Chloroleucon,mangense,,leucospermum,58
Chloroleucon,mangense,,,45
Chlorophora,tinctoria,,,3
Chloroxylon,swietenia,,,19
Choerospondias,axillaris,,,2200
Chondrilla,acantholepis,,,0.3352
Chondrilla,brevirostris,,,0.416
Chondrilla,canescens,,,0.786
Chondrilla,juncea,,,0.48
Chondrilla,laticoronata,,,0.5596
Chondrilla,latifolia,,,0.296
Chondrilla,lejosperma,,,0.7116
Chondrilla,urumoffii,,,1.2931624
Choretrum,candollei,,,34.9428
Choretrum,glomeratum,,glomeratum,26.992
Choretrum,spicatum,,,22.9708
Choriceras,tricorne,,,17.59
Chorilaena,quercifolia,,,2.186
Chorisia,speciosa,,,141.18
Chorispora,bungeana,,,1.4857759
Chorispora,macropoda,,,2.2156
Chorispora,tenella,,,1.2
Choristylis,rhamnoides,,,0.0644
Chorizanthe,brevicornu,brevicornu,,3.1
Chorizanthe,brevicornu,,,2.7604
Chorizanthe,cuspidata,,,0.2
Chorizanthe,densa,,,1.6988
Chorizanthe,deserticola,,,2.01852
Chorizanthe,diffusa,,,0.4108
Chorizanthe,douglasii,,,0.521
Chorizanthe,fimbriata,,,2
Chorizanthe,fimbriata,,fimbriata,0.3806
Chorizanthe,frankenioides,,,3.36
Chorizanthe,membranacea,,,1.541
Chorizanthe,paniculata,,,4.752
Chorizanthe,peduncularis,,,1.8172
Chorizanthe,staticoides,,,0.436
Chorizanthe,virgata,,,2.268
Chorizema,dicksoni,,,5.3
Chorizema,dicksonii,,,4.274
Chorizema,humile,,,1.9816667
Chorizema,ilicifolium,,,2
Chorizema,parviflorum,,,1.2576087
Chorizema,varium,,,4.9504
Christia,vespertilionis,,vespertilionis,1.5178683
Christiana,africana,,,53.77
Chromolaena,bigelovii,,,0.4036
Chromolaena,collina,,,0.2225
Chromolaena,ivaefolia,,,0.08
Chromolaena,laevigata,,,0.2996
Chromolaena,lucayana,,,0.43668
Chromolaena,odorata,,,0.4
Chromolaena,pulchella,,,0.1472
Chrozophora,brocchiana,,,14.4553785
Chrozophora,oblongifolia,,,19.5026
Chrozophora,senegalensis,,,11.2876
Chrozophora,tinctoria,,,16
Chrysactinia,mexicana,,,0.3841
Chrysanthellum,indicum,,afroamericanum,0.4562
Chrysanthemoides,incana,,,18.2
Chrysanthemoides,monilifera,monilifera,,101.2088
Chrysanthemoides,monilifera,floribunda,,94.1724
Chrysanthemoides,monilifera,rotundata,,20.28
Chrysanthemoides,monilifera,canescens,,119.3784
